Age,AnnualIncome,CreditScore,EmploymentStatus,EducationLevel,Experience,LoanAmount,LoanDuration,MaritalStatus,NumberOfDependents,HomeOwnershipStatus,MonthlyDebtPayments,CreditCardUtilizationRate,NumberOfOpenCreditLines,NumberOfCreditInquiries,DebtToIncomeRatio,BankruptcyHistory,LoanPurpose,PreviousLoanDefaults,PaymentHistory,LengthOfCreditHistory,SavingsAccountBalance,CheckingAccountBalance,TotalAssets,TotalLiabilities,MonthlyIncome,UtilityBillsPaymentHistory,JobTenure,NetWorth,BaseInterestRate,InterestRate,MonthlyLoanPayment,TotalDebtToIncomeRatio,LoanApproved,RiskScore
31,25644,595,0,3,8,40617,60,0,1,1,446,0.6935599823026527,2,0,0.1137357938739515,1,0,0,19,12,15162,1261,63232,61749,2137.0,0.6387487094514807,9,1483,0.2481169999999999,0.2805430162185622,1265.9745457288866,0.8011111585067322,0,66.0
47,36655,495,0,2,26,23344,60,0,2,1,472,0.0198507467541725,4,0,0.2874492622724414,0,2,0,23,15,2202,376,89206,7678,3054.583333333333,0.8462071419694656,4,81528,0.280844,0.2634143281267128,703.656674866736,0.3848828290383531,0,50.0
45,134239,613,0,1,24,16223,36,1,1,0,352,0.2845233410844813,4,2,0.6936224412205257,0,4,0,22,8,872,5389,178014,9925,11186.583333333334,0.859304982991663,3,168089,0.194723,0.2107936342426211,611.8638748434264,0.086162490022431,1,40.0
18,21403,600,0,0,0,41405,48,0,3,2,441,0.0983344587637981,8,1,0.2701651501139324,0,0,0,31,18,11174,1027,39871,31535,1783.5833333333333,0.905135165995456,3,8336,0.236405,0.24629407781124,1364.3265879932942,1.012190770262091,0,50.0
31,65418,579,1,2,10,27953,48,1,3,3,143,0.5207325135212697,4,2,0.458074389456872,0,0,0,31,8,2544,2803,21603,16288,5451.5,0.8372830843928463,7,5315,0.233453,0.2103095672565105,866.0495708498952,0.1850957664587535,0,61.0
43,28755,645,0,4,23,6958,60,0,0,2,268,0.1419942991638034,1,1,0.2080819848294336,0,4,0,23,16,3298,843,38631,78000,2396.25,0.6110776134239951,2,8637,0.189458,0.2089926134259491,187.84319571303251,0.1902319022276609,0,50.0
34,96617,472,0,1,10,18655,48,1,1,2,400,0.058017257282542,5,0,0.3829778590074614,0,1,0,18,12,2041,2268,261995,18224,8051.416666666667,0.6941308361501028,2,243771,0.277655,0.2893497667058511,660.1857731512639,0.1316769230861563,1,38.400000000000006
30,30245,579,0,3,9,21205,36,1,1,2,575,0.1991227964216679,2,1,0.0457791400025989,0,1,0,34,7,8547,938,9704,2879,2520.4166666666665,0.8310284732996527,4,6825,0.216705,0.2022851514295176,790.5249502391069,0.5417853993344118,0,51.0
35,137236,605,0,1,15,42975,24,2,0,0,279,0.1533652469737915,0,0,0.1579040172287695,0,0,0,22,4,2079,865,63939,11734,11436.333333333334,0.7117903016968954,1,52205,0.215475,0.1836481291196881,2153.071117008021,0.2126617899392014,1,36.0
37,23430,563,0,3,10,22598,84,0,0,0,204,0.0937780773087564,5,1,0.3743212363802127,0,0,1,24,11,2745,888,91737,36699,1952.5,0.5843821085873692,2,55038,0.266098,0.2458469373002282,566.0055510497673,0.3943690402303546,0,59.0
23,40676,504,1,0,0,14103,60,0,1,2,531,0.4123145631821739,6,0,0.2217244084748853,0,1,0,21,8,2749,542,44449,8296,3389.6666666666665,0.9519062802980558,1,36153,0.267103,0.227556404179924,395.5927377787701,0.2733580699514515,0,58.0
41,85809,609,0,3,16,18659,84,1,1,1,409,0.2419924678590819,3,2,0.21044214757592,1,3,0,24,24,6072,845,60839,63010,7150.75,0.8504323633483215,4,7069,0.239159,0.2302871596325926,449.03149346233744,0.1199918181256983,0,60.0
35,54704,587,0,0,13,14344,24,1,3,1,611,0.497735768158522,2,1,0.2163681717664459,0,2,0,32,11,3682,1818,41569,13229,4558.666666666667,0.8817882520553365,6,28340,0.195844,0.1890976583946118,722.4325143375605,0.2925049387988214,1,42.400000000000006
35,141934,608,0,1,13,18710,60,2,1,0,450,0.1681508678095157,2,0,0.3916680192024607,0,2,0,25,19,2963,1027,90983,42357,11827.833333333334,0.9050288910947488,6,48626,0.21971,0.1881226752372582,483.4170602993357,0.0789169946847973,1,38.400000000000006
38,51609,573,0,3,13,44570,24,2,0,0,255,0.5299399433649332,4,2,0.3840218621513781,0,0,0,24,19,695,623,142056,39767,4300.75,0.7537948004259627,8,102289,0.23307,0.2712825698502766,2426.6257895591384,0.6235251501619807,0,51.0
37,23976,624,0,2,16,19266,72,0,1,0,276,0.1541426556496988,1,1,0.2345511292293365,0,4,0,23,26,2077,2235,79253,12581,1998.0,0.7542966481968393,4,66672,0.222266,0.2170265602682188,480.6854440257608,0.3787214434563367,0,48.0
50,88659,567,0,2,29,67490,96,0,1,2,234,0.2499434273630354,4,1,0.2957787337172223,0,2,0,20,16,5381,12427,22637,14958,7388.25,0.8717371590006076,5,7679,0.31899,0.3172289902597199,1942.853563743531,0.2946372366586852,0,51.0
25,104407,563,1,2,1,20608,60,0,0,2,411,0.4835608195675661,1,1,0.4697435503753217,0,1,1,23,5,1063,919,60119,21064,8700.583333333334,0.7677053820875962,3,39055,0.244108,0.2182892031416645,567.1678051861747,0.1124255429447651,0,67.0
34,145864,541,0,1,12,10332,120,0,1,1,454,0.4420577932903195,3,1,0.2464349643430022,0,2,0,22,10,2837,1564,41381,8330,12155.333333333334,0.7983883452835878,7,33051,0.294832,0.3352805183443383,299.65356878560306,0.0620018841210116,0,51.0
18,37133,506,0,0,0,31747,12,0,3,2,695,0.534879258017949,6,1,0.1229478546433581,0,2,0,27,9,2017,1014,263659,88442,3094.4166666666665,0.7964054703865246,8,175217,0.243747,0.2501592144040135,3017.613610747212,1.1997781846057831,0,49.0
47,105776,613,2,0,23,14319,72,0,2,2,309,0.2116970363551829,2,1,0.4833357292878839,0,2,0,24,27,630,1184,147160,57576,8814.666666666666,0.8990426950205196,9,89584,0.222819,0.2328220641750094,370.7590859224021,0.0771168226352747,1,42.400000000000006
46,121138,613,0,3,22,42950,48,0,3,1,344,0.3734423351438937,3,2,0.7029791336400065,0,4,0,25,18,5163,1015,81760,29831,10094.833333333334,0.839036778058996,8,51929,0.23145,0.2585834193496745,1444.737395724816,0.1771933559138981,0,51.0
35,63489,567,2,1,16,23431,48,0,1,2,240,0.2688293408185327,3,3,0.2288857198085252,0,2,0,32,18,2552,487,88630,5583,5290.75,0.7288085759613974,5,83047,0.234931,0.2412803429291915,765.5530452710459,0.1900586958883043,0,53.0
43,23588,581,0,3,24,14936,60,0,1,1,246,0.6470256338216119,4,3,0.4909466727296725,0,1,0,31,19,8638,1111,30005,47883,1965.6666666666667,0.5419250973136902,11,8296,0.229436,0.1868012860369534,384.82400074482285,0.3209211467245155,0,60.0
51,67500,589,0,3,31,26327,60,0,0,2,301,0.1833119789809695,2,2,0.0968833734797559,0,0,0,33,4,481,2430,78608,35775,5625.0,0.751449396193217,3,42833,0.236827,0.2606859672671848,789.3122347578073,0.1938332861791657,0,52.0
42,48002,638,0,0,17,29460,36,0,1,1,376,0.1888420174438407,3,1,0.0168765822516468,0,2,0,24,29,1099,2961,37114,83169,4000.1666666666665,0.6324688734807814,4,2929,0.19546,0.22189029044424,1127.9737006560488,0.3759777594240362,0,47.0
18,48204,580,0,2,0,28801,60,0,0,1,218,0.0706199150831673,2,0,0.2808373011271147,0,2,1,21,23,3318,4298,29799,10916,4017.0,0.8068240910182265,7,18883,0.243801,0.2313332586088043,814.1214588244407,0.2569383766055366,0,58.0
25,24820,595,0,3,1,19753,84,1,1,0,644,0.3393837829366985,3,1,0.1044445981842479,0,3,0,20,25,382,308,93819,13129,2068.333333333333,0.945169000290946,4,80690,0.247253,0.2926194604284039,555.0270176068072,0.5797068578276263,0,50.0
58,48180,543,0,0,37,39258,24,2,0,2,776,0.1948116284553674,2,1,0.5660011925681634,1,1,0,30,17,4934,462,33176,33512,4015.0,0.8499408778465963,9,9980,0.242758,0.2439065972058937,2083.276003829188,0.7121484442912049,0,70.0
18,29635,509,0,2,0,26532,48,0,0,1,341,0.1034219853055153,3,1,0.351398717526747,0,1,1,22,11,4117,311,40602,8612,2469.583333333333,0.7124208175583774,5,31990,0.267032,0.247897609933918,876.6166687497694,0.4930453863673775,0,61.0
44,37185,643,0,2,24,13585,72,0,3,2,389,0.3602958364102793,3,1,0.4915937843580208,0,4,0,13,17,7517,2879,175013,33790,3098.75,0.918419450418381,1,141223,0.207085,0.2023316192990421,327.2378065722581,0.2311376544000832,0,50.0
18,100508,580,0,1,0,20439,60,0,1,2,247,0.1686248463190475,5,2,0.5813609803865023,0,3,1,20,3,2027,916,181813,99030,8375.666666666666,0.5437487788048109,6,82783,0.235439,0.245374273754178,594.3815331706401,0.1004554701919019,0,63.0
39,169332,572,0,2,15,24394,12,0,0,0,695,0.6013946466018849,2,0,0.1396569173590699,0,0,1,31,6,522,1582,162578,71063,14111.0,0.3314364545077345,3,91515,0.203394,0.2142517307374532,2276.398098229376,0.2105731768286709,1,44.8
24,60789,574,0,2,4,11981,36,0,1,2,205,0.0476209831764763,1,2,0.2619045535039283,0,2,0,20,24,2154,459,102039,32796,5065.75,0.9011106132537896,5,69243,0.209981,0.2085332911330317,450.4832385049081,0.129395102108258,1,39.2
51,80555,617,1,0,30,20307,12,1,5,0,814,0.0858295642968726,3,1,0.0649313207627809,0,4,0,26,23,608,1132,113378,2448,6712.916666666667,0.832469990443046,5,110930,0.176807,0.1608286616622687,1843.267942157373,0.3958440234111908,1,35.2
29,47635,540,0,2,2,44100,36,3,1,2,299,0.369352824914057,2,0,0.5317152980758836,0,2,0,15,28,12832,1472,43916,16375,3969.5833333333335,0.94003294195325,4,27541,0.2591,0.246273525243519,1744.7284243981626,0.5148470891734639,0,59.0
32,27710,576,2,3,10,7865,48,0,1,1,592,0.3775550687183591,2,1,0.4657996877873148,0,2,0,20,6,20392,856,21248,18828,2309.1666666666665,0.8024487562554544,2,2420,0.214865,0.2349182157669654,254.208863942925,0.3664563827973692,0,63.0
51,39746,656,0,2,29,14355,36,2,3,2,592,0.3405193776284332,1,2,0.1116760126197684,0,0,1,34,29,1862,1225,61837,26695,3312.1666666666665,0.6924941799046602,4,35142,0.171355,0.1802416800529519,519.1416925008181,0.3354727597748155,0,51.0
23,22394,491,0,1,0,39458,48,0,0,1,274,0.412654779397157,2,0,0.069589242487039,0,1,0,22,17,2255,410,53647,196547,1866.1666666666667,0.5910901419211367,7,8176,0.288958,0.2842553035264299,1384.8205589287024,0.888891966917229,0,53.0
40,39303,540,0,3,17,12750,96,1,0,2,519,0.3521305351910634,0,0,0.4663909455511902,0,0,0,25,25,8253,4290,70936,14814,3275.25,0.7160258492725224,10,56122,0.27775,0.2354615603229101,296.0077590941971,0.2488383357283252,0,55.0
23,36610,472,0,3,2,65555,120,1,0,2,330,0.1499472311796935,1,0,0.3437563420571321,0,2,0,22,5,4041,1503,206400,25054,3050.833333333333,0.865351070018885,3,181346,0.384555,0.3959835226587898,2208.1047284800743,0.8319381792341134,0,52.0
18,81873,513,0,3,0,36429,24,0,2,0,332,0.4919040410197549,5,1,0.3442874742448772,0,2,1,23,23,3528,4054,58833,63457,6822.75,0.5725519654321348,6,3094,0.254929,0.2220845420475378,1893.6214174503136,0.3262059165952605,0,60.0
43,27796,606,0,1,18,48359,36,0,0,1,546,0.129928928086579,1,0,0.0970210719793357,0,0,0,28,21,1522,1165,52333,38095,2316.333333333333,0.8283821479893977,4,14238,0.230359,0.2403990804368782,1898.274978436284,1.055234556815204,0,48.0
28,26699,579,0,1,4,14388,36,0,1,3,492,0.4465125386688888,3,0,0.1967909984582876,0,0,0,21,27,1890,518,208805,8009,2224.9166666666665,0.9099643888782976,4,200796,0.209888,0.2035596120132846,537.3227859767613,0.4626343095891657,0,49.0
45,35413,611,0,1,27,69464,96,2,1,1,207,0.3723328362726259,2,2,0.2298780967589067,0,1,0,32,1,5124,379,163771,79289,2951.083333333333,0.875314452418881,7,84482,0.298964,0.3170835753622207,1998.964662054605,0.7475101218381741,0,52.0
39,112788,625,0,2,14,11915,48,1,2,0,228,0.3294343274326061,1,0,0.4683367200585533,0,1,0,25,21,6615,230,28367,11154,9399.0,0.8201225437286723,6,17213,0.194415,0.204975099762405,365.7435784456204,0.0631709307847239,1,41.6
41,38766,579,0,1,22,34860,72,0,1,2,777,0.2769146336603901,3,2,0.50853680001243,0,2,0,20,5,5916,977,197601,6068,3230.5,0.6445403586735539,6,191533,0.26036,0.2456262048869238,929.6958541225348,0.5283070280521699,0,57.0
27,98646,589,0,4,5,19891,60,2,5,1,292,0.3910586532492203,0,1,0.4306602674202373,0,1,0,15,8,460,688,207460,18065,8220.5,0.8793951221613451,5,189395,0.230391,0.2182812495380615,547.4257462929635,0.1021137091774178,1,41.6
47,53193,544,0,1,23,28522,48,0,0,1,330,0.121659134635104,5,1,0.5730660745685685,0,2,0,27,15,2910,466,86759,76299,4432.75,0.9331003388419564,0,10460,0.2515219999999999,0.2900773258161597,1010.5680763680328,0.302423569199263,0,57.0
18,21930,513,0,3,0,45362,96,0,2,3,317,0.4704062300728492,1,3,0.2879358816644886,0,0,0,21,29,6725,694,34971,7512,1827.5,0.9089077728120566,8,27459,0.323862,0.3527623653695236,1421.5678764669142,0.951336731308845,0,55.0
33,69192,555,0,3,7,36839,36,0,2,2,483,0.2185105564412381,0,2,0.399789430649383,0,0,0,29,13,1522,356,48115,18447,5766.0,0.7384532373430487,3,29668,0.244339,0.245186035505779,1455.3491751095917,0.3361687782014553,0,54.0
25,50974,540,0,2,4,48218,60,0,3,1,700,0.2913057447615988,1,3,0.3048861591532159,0,2,0,20,7,1740,7853,73549,40494,4247.833333333333,0.8104705735565474,8,33055,0.2832179999999999,0.2879948772293319,1524.6487337122094,0.5237137521981111,0,55.0
22,21670,545,0,1,0,22812,96,0,2,0,458,0.3143586926591116,4,0,0.1416294098239527,0,1,0,20,27,411,591,13741,22990,1805.8333333333333,0.7526013399743182,2,9085,0.285312,0.3358640403352584,687.0161642440586,0.6340652501582235,0,52.0
34,51223,605,2,2,14,48492,24,1,5,3,314,0.2817957422765858,3,2,0.2814737153711611,1,4,0,17,2,3299,578,14517,12425,4268.583333333333,0.9310888053190156,10,2092,0.220992,0.2137287231099806,2500.6830698326603,0.6593951318351507,0,68.0
44,105048,651,0,0,22,22491,48,1,1,2,320,0.3433532409934057,1,1,0.1637334024795243,0,1,0,26,26,4464,418,148501,12377,8754.0,0.5114127216752742,5,136124,0.191991,0.1985600051767741,682.6849085203527,0.1145401997395879,1,31.200000000000003
22,68257,445,0,2,0,15761,36,0,0,1,534,0.3681287294808358,0,0,0.0421266309494161,0,3,0,24,11,442,1362,29079,11787,5688.083333333333,0.6891078296764097,6,17292,0.278261,0.2226088,604.0489366505035,0.2000759957192089,0,50.0
28,39124,550,0,0,5,32099,36,1,1,1,338,0.2409565620916801,4,1,0.0892083543494837,0,1,0,22,11,403,366,158719,71463,3260.333333333333,0.7925012542472466,5,87256,0.2420989999999999,0.2437058405062774,1265.5895335294558,0.4918483386758375,0,49.0
55,86108,531,0,0,34,28961,72,0,1,2,670,0.2861262778462658,2,0,0.078921658924172,0,0,0,23,28,1047,906,49169,165510,4419.083333333333,0.8309234231668832,7,8759,0.278461,0.268835242578717,813.930401933507,0.3358005020498611,0,49.0
37,70820,524,0,4,18,10618,48,0,3,2,334,0.201831986557862,6,2,0.3646402969535119,0,1,0,31,21,1414,530,59276,39217,5901.666666666667,0.700874483750629,8,20059,0.243618,0.2059567155917925,326.4890001654529,0.1119156735665833,1,43.2
21,24263,599,0,0,0,30444,36,0,0,0,511,0.0538988079406907,3,0,0.4884578149116937,0,1,0,22,22,3932,310,43735,12838,2021.9166666666667,0.9119346012235274,6,30897,0.215944,0.2470560903843322,1205.7130620717298,0.8490523325582474,0,57.0
45,61614,615,0,2,19,33969,48,2,0,2,267,0.2586701800096971,5,0,0.2830701061205879,0,2,0,23,3,3720,1491,37508,82472,5134.5,0.8113150416918324,3,6426,0.221469,0.2155678821026265,1062.073162072454,0.2588515263555271,0,52.0
53,41826,608,0,2,31,18966,48,1,0,3,157,0.2186816259394793,4,2,0.2043372915613653,0,3,0,25,21,11511,1147,209028,95562,3485.5,0.7864346862641255,4,113466,0.209966,0.2519592,630.9323426517002,0.2260600610103859,0,46.0
52,63852,594,0,2,28,22526,84,1,1,2,279,0.2815547729072929,1,0,0.3133086169788037,0,4,0,38,2,850,982,40031,15253,5321.0,0.7489278935992435,3,24778,0.250526,0.2558321551422942,578.5965062009377,0.1611720552905352,0,58.0
57,60885,586,0,0,34,29505,48,0,0,2,834,0.0720917211510448,3,1,0.1980840109809752,0,1,0,27,7,7613,1448,47376,21841,5073.75,0.4678412711670785,9,25535,0.231505,0.2252093046615614,937.9511836674292,0.3492389620433465,0,50.0
37,15000,541,0,3,17,34924,108,0,4,3,489,0.1402526825921716,2,0,0.0472571649521157,0,4,1,20,20,871,19500,66988,39367,1250.0,0.4790560153305744,6,27621,0.309424,0.2825499762798897,894.7796230035397,1.1070236984028317,0,57.0
41,72018,588,0,2,23,58546,60,0,1,1,503,0.4815026140641369,3,1,0.1859184372978809,0,0,0,28,28,8473,1484,99923,38854,6001.5,0.8340310885479764,3,61069,0.269546,0.2745317601396705,1803.6127516681936,0.3843393737679236,0,49.0
50,82585,609,0,3,31,15136,24,0,4,1,200,0.0404223513642426,2,4,0.2542948219359505,0,2,0,11,20,3992,2928,91117,36244,6882.083333333333,0.7909191718643659,5,54873,0.185636,0.2000493550994989,770.3953634967955,0.1410031405456384,1,36.0
51,61579,577,0,3,30,4326,24,0,4,0,966,0.330172645652394,4,0,0.348927533760873,0,1,0,19,28,3096,2781,99164,21738,5131.583333333333,0.4874412267478468,9,77426,0.190826,0.1818262353784251,216.35358286000948,0.2304071679358241,1,41.6
41,54172,540,0,1,18,20357,36,0,1,2,280,0.1017626681525838,1,1,0.26983186870183,0,4,0,29,13,3450,178,138452,5588,4514.333333333333,0.7131819425790386,3,132864,0.235357,0.2467139490256168,805.8570309987776,0.2405354126114105,0,47.0
41,30716,551,0,3,19,17905,60,0,1,0,418,0.2260484903085133,6,1,0.4652265100340436,1,0,0,19,2,5028,514,98071,6885,2559.6666666666665,0.7199936545724053,9,91186,0.2474049999999999,0.2086348081294646,483.0163976931443,0.3520053643807049,0,71.0
33,109586,589,0,4,10,41963,36,0,3,1,351,0.4334697078545877,5,0,0.1616159529168896,0,2,0,20,23,6002,1545,75794,16572,9132.166666666666,0.9310826686944272,0,59222,0.232463,0.1911314185024716,1540.5980845267084,0.2071357382724116,1,38.400000000000006
49,15000,572,2,3,29,14680,36,1,2,1,339,0.1146182854172988,2,1,0.5763014940904455,0,0,1,32,1,9278,359,127899,16027,1250.0,0.5499586021777084,7,111872,0.21368,0.2382969170339892,574.6263893064764,0.7309011114451811,0,68.0
20,50321,488,0,1,0,51368,12,2,0,3,137,0.3092273004299153,2,0,0.0637406777999726,0,1,0,34,28,2815,1512,87000,29977,4193.416666666667,0.8636172832029091,13,57023,0.272368,0.2845707954606635,4968.81391080133,1.217578484720414,0,48.0
56,173102,600,0,1,32,12449,60,1,1,2,523,0.2567179798199434,2,2,0.2754947114305471,0,0,0,19,25,1773,1176,13507,26808,14425.166666666666,0.5962611505275967,5,9479,0.217449,0.2129615896327969,338.86455576286545,0.0597472858150361,1,37.6
64,90807,588,0,1,40,26576,48,2,0,1,416,0.2323596303740126,2,1,0.4739804148563888,0,1,1,33,15,8984,500,90404,5595,7567.25,0.550202660005536,8,84809,0.227576,0.2302357993434589,852.1432827113148,0.1675831091494684,0,59.0
23,60946,577,0,0,3,14046,48,1,3,1,755,0.0952922848248945,5,3,0.0453895272935701,0,1,0,23,1,5370,1956,71795,12955,5078.833333333333,0.8473720853125262,5,58840,0.220546,0.2444069229509802,461.3541271085253,0.2394947908854117,0,51.0
40,43723,556,0,0,19,19712,36,2,1,1,290,0.3964033109719648,2,1,0.6163359055275591,0,3,0,21,2,3850,1294,9697,18915,3643.5833333333335,0.7386561023069297,3,2537,0.226712,0.1943939575318772,726.950118306875,0.2791071385696887,0,63.0
25,15000,506,0,2,3,30273,72,1,0,1,501,0.6751755700263177,2,3,0.0696544966898674,0,0,0,15,7,20305,249,50362,14765,1250.0,0.9564699567148064,4,35597,0.292273,0.2755079761802795,863.484294704837,1.0915874357638695,0,55.0
50,37431,641,0,2,27,17662,48,0,3,1,350,0.3174077182157505,2,1,0.1292584874197544,0,0,0,28,22,1022,339,298634,5209,3119.25,0.881444780847949,3,293425,0.192162,0.1849776056913554,523.4264398336052,0.280011682242079,1,33.6
39,41340,528,0,0,17,34784,24,1,2,1,228,0.2978788833701673,0,0,0.1784896968420648,0,0,0,28,29,519,593,10432,14432,3445.0,0.7325385618120555,6,8302,0.245784,0.2146329809286855,1795.323890334718,0.5873218839868557,0,51.0
66,65813,574,0,3,45,31484,12,0,1,3,391,0.1762425120855962,1,2,0.2596061447501979,0,2,0,26,10,2154,451,57673,28384,5484.416666666667,0.6606152559689492,4,29289,0.209484,0.2300149384362451,2961.921599120567,0.6113542793892818,0,51.0
61,78774,608,0,3,39,14870,48,0,1,1,303,0.1478448794748389,1,4,0.4241923540131035,0,0,0,30,18,1205,1229,186396,21821,6564.5,0.8062256941805024,7,164575,0.20587,0.2032154548352843,455.0508910209863,0.1154773236378987,1,38.400000000000006
24,70800,594,0,0,0,58542,36,0,1,1,666,0.2863029206393194,1,0,0.4675865606889505,0,2,0,31,10,2667,1084,44868,66837,5900.0,0.8072370502388436,6,8812,0.246542,0.2253192066819745,2251.8871489246094,0.494557143885527,0,56.0
20,23136,598,0,2,0,10733,36,0,2,1,502,0.2019403964108305,2,1,0.1829333033258599,0,3,0,18,12,2928,7405,10333,40265,1928.0,0.9241943533573896,5,7331,0.196733,0.213096097913363,406.0746802035507,0.4709930913918831,0,52.0
61,50588,563,0,2,38,23749,36,0,3,1,418,0.4135094644625062,0,0,0.1678110147557579,0,1,0,28,27,1600,78,197284,49113,4215.666666666667,0.860131249717705,4,148171,0.2272489999999999,0.2726987999999999,972.9998501880234,0.3299596386940832,0,47.0
50,15350,557,0,3,30,7417,24,2,0,1,252,0.3603233816429441,4,1,0.5023167807308545,0,2,0,24,5,1765,881,106534,39944,1279.1666666666667,0.9196687941866778,4,66590,0.203917,0.2198299332393309,384.7179850262938,0.4977599882941709,0,60.0
52,15574,626,2,0,31,12018,108,0,3,1,354,0.1328384995117033,3,1,0.4478303401876923,0,4,0,24,21,28226,599,65098,55514,1297.8333333333333,0.7366865711965537,2,9584,0.244018,0.259537253644212,288.5407408848445,0.4950872537959506,0,57.0
31,57105,500,0,0,6,24760,36,1,3,2,168,0.1222252354768056,2,1,0.3289675827238538,0,0,0,15,20,2593,129,12750,12673,4758.75,0.7130921503679093,6,1632,0.25976,0.2681013306623649,1008.3119297517228,0.2471892681380032,0,53.0
38,22443,562,0,2,18,22675,24,0,0,0,367,0.3682096945981447,4,0,0.557746754422723,0,2,0,28,8,6522,1180,278622,128441,1870.25,0.5929073197239674,7,150181,0.2166749999999999,0.2198873287165788,1176.2109960043963,0.8251362095999981,0,57.0
30,23058,618,0,1,12,63485,60,2,1,3,432,0.4833572143293619,4,2,0.3424369179036167,0,1,0,30,11,10250,1380,25986,24121,1921.5,0.7890008706384621,6,1865,0.259485,0.229956213672937,1789.5123518689932,1.1561344532235198,0,54.0
26,33052,421,0,2,0,60529,120,1,2,1,306,0.2143158627922924,2,1,0.0644821020446872,0,3,0,23,12,2438,2827,27711,66755,2754.333333333333,0.5375390172873095,5,7800,0.405029,0.429389814234236,2198.225808029514,0.9091948958112722,0,51.0
41,28921,531,1,1,17,59088,60,2,2,0,496,0.1030938474677204,4,2,0.2886870784336664,1,0,0,11,23,2054,322,66955,218271,2410.083333333333,0.5904949487495644,3,7268,0.298588,0.2752112116210956,1822.7205673216583,0.962091449391788,0,68.0
28,88051,523,0,1,7,17982,36,0,2,2,795,0.4903262997407728,3,0,0.1665758705403941,0,4,0,23,18,2682,13189,2131807,24934,7337.583333333333,0.8834968802209039,1,2106873,0.241482,0.2702165826733959,734.3279737828401,0.2084239325549293,1,33.6
39,22151,527,1,2,18,17341,96,0,1,2,150,0.2619123948569156,5,1,0.1360687775186811,0,2,0,25,1,2585,517,11423,72898,1845.9166666666667,0.9275891831282131,4,4841,0.288841,0.3149683352698325,496.427821225067,0.350193393287021,0,59.0
48,183728,649,0,0,24,29727,36,1,0,0,727,0.3583293577843072,2,0,0.2435853804410391,0,1,0,26,20,2427,3117,233984,3546,15310.666666666666,0.7081946250998099,5,230438,0.190227,0.2152688236632996,1128.0246046731295,0.1211589700866365,1,34.4
45,48618,581,0,3,25,21351,48,2,0,1,861,0.3323264255329475,3,1,0.4277102744210826,1,1,0,25,10,2233,81,35743,33870,4051.5,0.5931359103491539,5,1873,0.225851,0.2302598214276581,684.6349414596392,0.3814969619794247,0,69.0
51,114681,597,0,3,27,53751,96,1,1,1,719,0.0464293332039496,2,0,0.2558865113687796,0,1,0,16,29,2104,282,72971,14832,9556.75,0.8385422481856165,7,58139,0.290251,0.2618678352900588,1341.8912326739032,0.2156477079209881,0,48.0
46,129833,556,0,4,27,30047,24,1,1,0,396,0.0713242048967346,1,2,0.3303782891681591,0,3,0,32,21,11544,2092,130838,64242,10819.416666666666,0.7850555811454708,4,66596,0.2270469999999999,0.2163921664194683,1553.4347617203307,0.1801792852406088,1,39.2
47,39870,539,1,1,24,13048,48,1,0,1,462,0.1250861345571819,3,0,0.1072362958279995,0,1,0,22,12,28258,1386,45960,66945,3322.5,0.9300305074280576,6,5872,0.238548,0.2312590412409713,419.1081795493839,0.265194335455044,0,53.0
50,37145,537,0,3,26,14633,48,0,2,1,461,0.3697040891819997,4,0,0.1906910061227813,0,2,0,16,26,4394,749,304195,83825,3095.4166666666665,0.9906077052542,5,220370,0.241133,0.2564624697859156,490.4774719557142,0.3073826804002846,0,47.0
49,28474,601,0,1,25,29740,96,1,3,0,393,0.5149983065793426,3,3,0.1550091100971589,0,3,0,23,14,1857,382,13214,28909,2372.833333333333,0.7311735019514471,10,3343,0.26424,0.2376458037822747,694.6953685574548,0.4583951823659991,0,50.0
18,30794,381,1,4,0,19868,48,0,4,1,378,0.4232932478490738,2,3,0.2704457012326646,0,3,0,32,18,1809,1091,263752,3448,2566.1666666666665,0.8175936103754219,4,260304,0.3243679999999999,0.3459233633593722,769.394245544106,0.447123821086227,0,51.0
47,112832,635,0,3,26,8771,60,0,0,0,288,0.0589100989415135,6,1,0.3589437750204534,0,3,0,27,18,2012,568,8714,30431,9402.666666666666,0.7491142924229248,2,10320,0.196271,0.1792602622161633,222.37294353324032,0.054279595526082,1,39.2
44,95577,641,0,1,21,42765,84,0,1,2,469,0.1607061641749497,2,1,0.7203253198937757,0,3,0,21,24,2475,1241,73903,43011,7964.75,0.5788197337233019,6,30892,0.247265,0.2224502488163674,1008.2907187321616,0.1854786049445571,0,53.0
29,43973,577,0,2,5,42414,48,1,0,2,186,0.3046624221407344,3,0,0.4515491135440493,0,4,0,22,8,12990,303,161204,10364,3664.4166666666665,0.7317646620689944,2,150840,0.248914,0.2075505796597175,1307.797560079828,0.4076494831136819,0,54.0
39,100287,587,0,1,19,12072,84,1,5,1,408,0.157920575651924,3,0,0.2670600189703074,0,3,1,19,14,6258,707,59414,10570,8357.25,0.9628004360520408,6,48844,0.243572,0.2223115312475802,284.52357061589913,0.0828650059069549,1,44.8
58,78687,632,0,1,39,27805,36,1,1,1,367,0.0683047248298043,3,5,0.378771625432182,0,4,0,31,13,2594,1065,95702,17347,6557.25,0.901268853919097,7,78355,0.196805,0.2131726214165837,1052.0899852742314,0.2164154158030014,0,48.0
